name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Faisalabad,2024-03-26,96.2,68.1,82,91.7,68.1,80.7,45.2,32.8,0,0,0,,0,0,25.5,11.2,94.1,1010.3,92.9,11.8,185.2,16,7,10,2024-03-26T06:03:38,2024-03-26T18:23:20,0.53,Overcast,Cloudy skies throughout the day.,cloudy,"remote,41630099999"
Faisalabad,2024-03-27,95.8,73.5,81.9,91.9,73.5,81,49.4,36.1,0.004,100,4.17,rain,0,0,26.4,13.9,13.5,1013.4,97.2,12.3,190.5,16.2,8,10,2024-03-27T06:02:22,2024-03-27T18:24:00,0.57,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"remote,41630099999"
Faisalabad,2024-03-28,93.1,68.8,81.1,89.5,68.8,79.7,47.7,33,0,0,0,,0,0,29.3,12.5,338.4,1011.8,94.9,15,160.3,13.8,7,10,2024-03-28T06:01:06,2024-03-28T18:24:39,0.6,Overcast,Cloudy skies throughout the day.,cloudy,remote
Faisalabad,2024-03-29,91.5,69.2,80.1,88.1,69.2,79,50.4,36.8,0,0,0,,0,0,16.1,8.3,325.4,1009.8,71.3,15,245.4,21.4,8,10,2024-03-29T05:59:51,2024-03-29T18:25:19,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
Faisalabad,2024-03-30,88.6,64.8,75.7,86.2,64.8,75.1,56.2,54.2,0.119,100,29.17,rain,0,0,24.6,11,11.8,1010.4,37.4,14.8,270.8,23.6,9,30,2024-03-30T05:58:36,2024-03-30T18:25:58,0.67,"Rain, Partially cloudy",Clearing in the afternoon with rain.,rain,remote
Faisalabad,2024-03-31,87.5,62.3,73.9,84.1,62.3,73,49.4,48.9,0,0,0,,0,0,20.8,10.1,13.5,1013.4,26.2,15,277.5,24,9,10,2024-03-31T05:57:20,2024-03-31T18:26:37,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
Faisalabad,2024-04-01,90.2,65.7,76.5,86.1,65.7,75.2,38.6,28.3,0,0,0,,0,0,13.9,11.6,298.3,1009.8,71.6,14.5,259.7,22.5,9,10,2024-04-01T05:56:06,2024-04-01T18:27:17,0.74,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,41630099999"
Faisalabad,2024-04-02,92,63.6,78.6,87.7,63.6,77.1,36.9,26.5,0,0,0,,0,0,10.5,6.9,33.6,1007.3,31.7,13.4,285.4,24.7,9,10,2024-04-02T05:54:51,2024-04-02T18:27:56,0.75,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"remote,41630099999"
Faisalabad,2024-04-03,94.7,68.1,80.3,90,68.1,78.9,42.8,30.4,0,0,0,,0,0,14.1,9.2,122.2,1008.2,44.8,10.8,286.7,24.8,9,10,2024-04-03T05:53:37,2024-04-03T18:28:36,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,41630099999"
Faisalabad,2024-04-04,96.2,68.1,80.6,91.4,68.1,79.1,42.5,29.6,0,0,0,,0,0,21.7,9.6,33.3,1009.2,68.6,10.8,267.9,23.2,9,10,2024-04-04T05:52:22,2024-04-04T18:29:15,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,41630099999"
Faisalabad,2024-04-05,96.2,68.1,80.9,91.1,68.1,79.2,39.2,27.2,0,0,0,,0,0,14.5,7.6,347.1,1008.8,9.5,11.1,292.3,25.1,9,10,2024-04-05T05:51:09,2024-04-05T18:29:54,0.88,Clear,Clear conditions throughout the day.,clear-day,"remote,41630099999"
Faisalabad,2024-04-06,95.3,65.4,81.3,90.4,65.4,79.5,35.8,24,0,0,0,,0,0,14.1,7.6,350.5,1008.5,0,10.8,295.8,25.5,9,10,2024-04-06T05:49:55,2024-04-06T18:30:34,0.91,Clear,Clear conditions throughout the day.,clear-day,"remote,41630099999"
Faisalabad,2024-04-07,98.7,66.3,82.9,93.3,66.3,80.9,36.1,23.3,0,0,0,,0,0,20.1,8.3,58.9,1007.4,0.3,10.8,296.6,25.7,10,10,2024-04-07T05:48:42,2024-04-07T18:31:13,0.95,Clear,Clear conditions throughout the day.,clear-day,"remote,41630099999"
Faisalabad,2024-04-08,99.8,68.1,84.4,94.1,68.1,82.2,36.9,23.7,0,0,0,,0,0,7.6,6.9,64.5,1008.6,7.1,10.8,300,25.9,10,10,2024-04-08T05:47:30,2024-04-08T18:31:53,0,Clear,Clear conditions throughout the day.,clear-day,"remote,41630099999"
Faisalabad,2024-04-09,99.8,68.1,84.8,94.1,68.1,82.6,34.6,21.9,0,0,0,,0,0,9.6,6,109.8,1009.2,72.4,10.8,267.2,23.1,9,10,2024-04-09T05:46:17,2024-04-09T18:32:33,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,41630099999"
Faisalabad,2024-04-10,98.7,69.9,85.2,94.1,69.9,83.1,35.8,21.3,0,0,0,,0,0,21,13.9,110.3,1009.2,62.2,10.8,245.3,21.2,9,10,2024-04-10T05:45:06,2024-04-10T18:33:12,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,41630099999"
Faisalabad,2024-04-11,100.1,73.5,86.4,94.9,73.5,84.2,41.5,23.3,0,0,0,,0,0,23.9,11.4,56.8,1010.8,38.3,10.8,295.3,25.6,9,10,2024-04-11T05:43:54,2024-04-11T18:33:52,0.08,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"remote,41630099999"
Faisalabad,2024-04-12,101.4,73.5,86.6,96,73.5,84.4,43.2,24.9,0,0,0,,0,0,19.9,9.2,88.4,1009.3,54,10.8,273.8,23.5,9,10,2024-04-12T05:42:44,2024-04-12T18:34:32,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,41630099999"
Faisalabad,2024-04-13,83.7,68.1,74.5,81,68.1,74.3,54.9,55.4,0.079,100,12.5,rain,0,0,19.9,13.4,45.7,1011.1,89.4,9.9,74.3,6.4,3,10,2024-04-13T05:41:33,2024-04-13T18:35:12,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"remote,41630099999"
Faisalabad,2024-04-14,83.9,66.1,72.2,83,66.1,72.2,60.6,69.5,0.275,100,12.5,rain,0,0,15.7,8.9,26.7,1013.6,92.2,9.9,171.3,14.9,6,10,2024-04-14T05:40:24,2024-04-14T18:35:52,0.18,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"remote,41630099999"
Faisalabad,2024-04-15,89.3,66.3,75.6,87.6,66.3,75.4,60.6,62.9,0.087,100,12.5,rain,0,0,19,14.1,341.8,1011.7,35.9,10.3,266.3,23,9,10,2024-04-15T05:39:15,2024-04-15T18:36:32,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"remote,41630099999"
Faisalabad,2024-04-16,91.1,64.3,76.7,87.3,64.3,75.9,54.3,51.8,0,0,0,,0,0,15.4,8.7,329.9,1012.4,39.2,10.8,291,25.1,9,10,2024-04-16T05:38:06,2024-04-16T18:37:12,0.25,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"remote,41630099999"
Faisalabad,2024-04-17,95.6,66.3,81.8,91,66.3,80.1,48.5,35.9,0,0,0,,0,0,18.6,11.4,286,1008.8,65.5,10.8,273.3,23.4,10,10,2024-04-17T05:36:58,2024-04-17T18:37:52,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,41630099999"
Faisalabad,2024-04-18,95.1,73.5,83.7,94,73.5,82.7,54.1,37.9,0.016,100,12.5,rain,0,0,22.8,12.8,337.8,1006.4,61.6,10.5,234,20.2,9,10,2024-04-18T05:35:51,2024-04-18T18:38:33,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"remote,41630099999"
Faisalabad,2024-04-19,89.9,68.3,76.4,88.2,68.3,76.2,58.5,56.2,0.032,100,16.67,rain,0,0,25.5,16.6,346.8,1004,44.6,10.8,263.3,22.8,9,30,2024-04-19T05:34:45,2024-04-19T18:39:13,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"remote,41630099999"
Faisalabad,2024-04-20,89.1,64.3,76.4,87.7,64.3,76,57.1,55.4,0,0,0,,0,0,19.9,10.1,323.5,1006.6,23.3,10.8,300.4,26,9,10,2024-04-20T05:33:39,2024-04-20T18:39:54,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,41630099999"
Faisalabad,2024-04-21,93.5,68.1,81.2,89.8,68.1,79.9,52.5,40.7,0,0,0,,0,0,15.7,7.4,318.4,1006.2,14.3,10.8,305.5,26.1,10,10,2024-04-21T05:32:34,2024-04-21T18:40:34,0.41,Clear,Clear conditions throughout the day.,clear-day,"remote,41630099999"
Faisalabad,2024-04-22,95.1,69.9,84.1,93.2,69.9,82.7,50.8,34.7,0.039,100,4.17,rain,0,0,19.2,13.6,317,1006.7,49.2,10.8,280.9,24.2,10,10,2024-04-22T05:31:30,2024-04-22T18:41:15,0.44,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"remote,41630099999"
Faisalabad,2024-04-23,95.6,68.1,83.4,91.4,68.1,81.7,50.2,34.8,0,0,0,,0,0,8.1,11.4,276.8,1006.4,20.7,10.8,303.4,26.2,10,10,2024-04-23T05:30:27,2024-04-23T18:41:56,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,41630099999"
Faisalabad,2024-04-24,98.5,69.9,86.1,93.7,69.9,84.1,47.3,29.4,0,0,0,,0,0,13.2,7.6,50.8,1006.1,1.6,10.8,312.6,27,10,10,2024-04-24T05:29:24,2024-04-24T18:42:37,0.5,Clear,Clear conditions throughout the day.,clear-day,"remote,41630099999"
Faisalabad,2024-04-25,101.9,73.5,89.8,100.6,73.5,87.4,44.8,24.2,0,0,0,,0,0,8.9,6.9,163.4,1006,22.8,10.8,313.4,27.1,10,10,2024-04-25T05:28:23,2024-04-25T18:43:18,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,41630099999"
Faisalabad,2024-04-26,103.9,78,86.3,98.3,78,84.3,46.3,28.3,0.008,100,8.33,rain,0,0,36.9,19.9,356.3,1004,67.9,10.6,268.9,23.2,10,10,2024-04-26T05:27:22,2024-04-26T18:43:59,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"remote,41630099999"
Faisalabad,2024-04-27,90.6,69,81,87.8,69,80.1,54.4,41.8,0.039,100,4.17,rain,0,0,21,11,2.5,1006.4,53.1,10.8,259.4,22.3,9,10,2024-04-27T05:26:22,2024-04-27T18:44:40,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"remote,41630099999"
Faisalabad,2024-04-28,96.5,69.9,82.9,92.2,69.9,81.6,53.5,40.1,0.039,100,4.17,rain,0,0,22.4,12.8,19.4,1006.8,57,10.8,282,24.2,9,10,2024-04-28T05:25:23,2024-04-28T18:45:21,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"remote,41630099999"
Faisalabad,2024-04-29,90.6,66.3,77.7,86.6,66.3,76.7,50.8,43,0.078,100,8.33,rain,0,0,27.7,17.7,357.9,1007.1,38.6,10.8,307.3,26.5,10,10,2024-04-29T05:24:25,2024-04-29T18:46:03,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"remote,41630099999"
Faisalabad,2024-04-30,91.1,60.9,73.7,86.9,60.9,73.1,47.8,44.5,0.039,100,4.17,rain,0,0,28.9,26.6,6.4,1008,27.2,10.8,290,25,10,10,2024-04-30T05:23:28,2024-04-30T18:46:44,0.72,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,rain,"remote,41630099999"
Faisalabad,2024-05-01,89.1,60.9,77.4,85.2,60.9,76,38.4,28.1,0,0,0,,0,0,17.9,12.5,333.1,1004.9,0,14.5,325,28.2,10,10,2024-05-01T05:22:32,2024-05-01T18:47:25,0.75,Clear,Clear conditions throughout the day.,clear-day,"remote,41630099999"
Faisalabad,2024-05-02,97.4,61.8,83.7,92.3,61.8,81.4,37.4,22.4,0,0,0,,0,0,11.6,7.4,308.4,1005.3,22.3,11.4,325.8,28,10,10,2024-05-02T05:21:37,2024-05-02T18:48:07,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,41630099999"
Faisalabad,2024-05-03,100.7,69.9,87.2,95,69.9,84.6,39.8,22.5,0,0,0,,0,0,18.8,10.3,60.9,1004.8,85.8,10.8,239.8,20.9,8,10,2024-05-03T05:20:44,2024-05-03T18:48:48,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,41630099999"
Faisalabad,2024-05-04,100.3,77.1,88.7,96.9,77.1,86.6,49.8,28.5,0,0,0,,0,0,26.2,11.6,357.8,1006.3,46.4,11.2,305.1,26.3,10,10,2024-05-04T05:19:51,2024-05-04T18:49:30,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,41630099999"
Faisalabad,2024-05-05,102.3,74.4,89.4,101,74.4,87.9,52.6,31.1,0,0,0,,0,0,23.5,10.5,332.8,1003,3,10.8,318.9,27.7,10,10,2024-05-05T05:18:59,2024-05-05T18:50:11,0.9,Clear,Clear conditions throughout the day.,clear-day,"remote,41630099999"
Faisalabad,2024-05-06,106.1,75.3,93.2,104.8,75.3,91,51.1,27.4,0,0,0,,0,0,17.9,8.9,0.4,1002.7,0.9,10.8,322.8,27.9,10,10,2024-05-06T05:18:09,2024-05-06T18:50:53,0.93,Clear,Clear conditions throughout the day.,clear-day,"remote,41630099999"
Faisalabad,2024-05-07,108.8,76.2,95.9,104.1,76.2,92.6,45.3,21.3,0,0,0,,0,0,20.6,9.4,348.1,1003.9,3.3,11.4,327.5,28.2,10,10,2024-05-07T05:17:19,2024-05-07T18:51:34,0.97,Clear,Clear conditions throughout the day.,clear-day,"remote,41630099999"
Faisalabad,2024-05-08,110.4,78.9,97.2,110.6,78.9,94.6,41.6,18.5,0,0,0,,0,0,11.4,8.9,8.1,1003.5,6.1,11.9,330.9,28.8,10,10,2024-05-08T05:16:31,2024-05-08T18:52:15,0,Clear,Clear conditions throughout the day.,clear-day,"remote,41630099999"
Faisalabad,2024-05-09,112,82.5,97.6,114.5,83.5,97.3,47.7,23.4,0,0,0,,0,0,26.2,11.4,107.5,1002.2,21.1,10.8,326.3,28.1,10,10,2024-05-09T05:15:44,2024-05-09T18:52:57,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,41630099999"
Faisalabad,2024-05-10,112,71.7,94.7,117.3,71.7,95.9,57.9,35.4,0.276,100,4.17,rain,0,0,38.3,20.8,66.5,1003.6,47.9,10.7,306.9,26.5,10,10,2024-05-10T05:14:58,2024-05-10T18:53:38,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"remote,41630099999"
Faisalabad,2024-05-11,105.9,71.7,89.3,102.6,71.7,88.7,58.2,40.2,0.04,100,12.5,rain,0,0,23.5,13.6,261,1007.2,46.3,10.6,322.5,28,10,10,2024-05-11T05:14:14,2024-05-11T18:54:19,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"remote,41630099999"
Faisalabad,2024-05-12,101.9,78.9,89.6,100.2,78.9,89.2,57.8,37.5,0.012,100,8.33,rain,0,0,23.5,13.9,64.1,1007.5,25,10.8,313,27.1,10,30,2024-05-12T05:13:30,2024-05-12T18:55:00,0.13,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"remote,41630099999"
Faisalabad,2024-05-13,102.1,75.3,90.5,101.2,75.3,88.9,51.6,30.6,0,0,0,,0,0,20.8,9.8,19.7,1008.9,0,10.8,334.2,29,10,10,2024-05-13T05:12:48,2024-05-13T18:55:41,0.17,Clear,Clear conditions throughout the day.,clear-day,"remote,41630099999"
Faisalabad,2024-05-14,106.4,75.3,93.5,107.1,75.3,91.7,49,26.9,0,0,0,,0,0,10.7,8.7,346.1,1008.1,0,10.8,333.8,28.9,10,10,2024-05-14T05:12:07,2024-05-14T18:56:21,0.2,Clear,Clear conditions throughout the day.,clear-day,"remote,41630099999"
Faisalabad,2024-05-15,109.8,79.8,97.1,108,79.8,94.9,46.9,22.6,0,0,0,,0,0,20.8,8.7,135,1006.4,0.9,10.8,332.9,28.8,10,10,2024-05-15T05:11:28,2024-05-15T18:57:02,0.25,Clear,Clear conditions throughout the day.,clear-day,"remote,41630099999"
Faisalabad,2024-05-16,111.8,84.3,100.1,112.4,85.4,98.5,46.2,19.5,0,0,0,,0,0,18.8,9.2,100,1005.7,27.9,10.8,316.9,27.2,10,10,2024-05-16T05:10:50,2024-05-16T18:57:42,0.26,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"remote,41630099999"
Faisalabad,2024-05-17,114,84.3,101.1,114,84.7,99.1,46.2,18.3,0,0,0,,0,0,11.2,11.6,301.9,1002.9,8.9,10.8,332,28.7,10,10,2024-05-17T05:10:13,2024-05-17T18:58:22,0.3,Clear,Clear conditions throughout the day.,clear-day,"remote,41630099999"
Faisalabad,2024-05-18,111.8,84.3,100.3,112.7,85.9,99.4,52.5,22.6,0,0,0,,0,0,25.9,9.4,326.3,1001.4,25.2,10.8,326.5,28.3,10,10,2024-05-18T05:09:38,2024-05-18T18:59:02,0.33,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"remote,41630099999"
Faisalabad,2024-05-19,110.6,80.7,99,114.2,83.5,98.4,53.3,25.1,0,0,0,,0,0,15.2,15.7,279.2,999.4,29.6,10.8,322.5,28.1,9,10,2024-05-19T05:09:04,2024-05-19T18:59:41,0.36,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"remote,41630099999"
Faisalabad,2024-05-20,113.6,82.5,101,114.2,85.9,100,49.7,22.1,0,0,0,,0,0,9.6,6.9,316.1,999.4,7.7,10.8,334,28.9,10,10,2024-05-20T05:08:31,2024-05-20T19:00:20,0.39,Clear,Clear conditions throughout the day.,clear-day,"remote,41630099999"
Faisalabad,2024-05-21,112.2,84.3,100.4,112.2,85.5,99,48.6,20.7,0,0,0,,0,0,18.3,9.8,334,1000.5,0,10.8,335.4,28.9,10,10,2024-05-21T05:08:00,2024-05-21T19:00:59,0.43,Clear,Clear conditions throughout the day.,clear-day,"remote,41630099999"
Faisalabad,2024-05-22,113.1,82.5,101.7,113.1,84.8,100.3,46.3,19.2,0,0,0,,0,0,9.6,8.1,342.8,1000,0,10.8,342.8,29.6,10,10,2024-05-22T05:07:30,2024-05-22T19:01:38,0.46,Clear,Clear conditions throughout the day.,clear-day,"remote,41630099999"
Faisalabad,2024-05-23,114,82.5,102.4,114,84.6,100.9,46.1,18.5,0,0,0,,0,0,8.3,6.9,138.5,999,1.3,10.8,340.3,29.5,10,10,2024-05-23T05:07:01,2024-05-23T19:02:16,0.5,Clear,Clear conditions throughout the day.,clear-day,"remote,41630099999"
Faisalabad,2024-05-24,114.7,87,102.4,114.7,89.2,101.7,51.6,21.7,0,0,0,,0,0,11.4,18.3,141.3,999,9.2,10.8,335.2,28.8,10,10,2024-05-24T05:06:34,2024-05-24T19:02:53,0.53,Clear,Clear conditions throughout the day.,clear-day,"remote,41630099999"
Faisalabad,2024-05-25,115.1,81.6,101,115.1,85.1,100.9,51.2,23.6,0.039,100,4.17,rain,0,0,14.3,13.4,335.7,998.9,9.5,10.8,337,29,10,10,2024-05-25T05:06:09,2024-05-25T19:03:30,0.56,Rain,Clear conditions throughout the day with early morning rain.,rain,"remote,41630099999"
Faisalabad,2024-05-26,115.6,85.2,103,118.5,90.1,103.1,50.2,21.8,0,0,0,,0,0,23.3,10.1,51.4,996.3,0,10.8,339.7,29.4,10,10,2024-05-26T05:05:45,2024-05-26T19:04:07,0.6,Clear,Clear conditions throughout the day.,clear-day,"remote,41630099999"
Faisalabad,2024-05-27,116.3,82.5,103.7,116.3,86.7,101.9,39,15.5,0,0,0,,0,0,11.6,6.7,48.1,994,1.3,10.8,348.5,30.1,10,10,2024-05-27T05:05:22,2024-05-27T19:04:43,0.63,Clear,Clear conditions throughout the day.,clear-day,"remote,41630099999"
Faisalabad,2024-05-28,117.2,84.3,103.5,117.2,85.2,101.3,36.1,13.6,0,0,0,,0,0,19.9,10.3,55,991.6,0,10.8,348.9,30.2,10,10,2024-05-28T05:05:01,2024-05-28T19:05:19,0.67,Clear,Clear conditions throughout the day.,clear-day,"remote,41630099999"
Faisalabad,2024-05-29,115.1,87,101.1,115.1,85.5,98.9,37.3,15.1,0,0,0,,0,0,25.1,12.1,9.6,992.9,0,10.8,350.4,30.2,10,10,2024-05-29T05:04:41,2024-05-29T19:05:54,0.7,Clear,Clear conditions throughout the day.,clear-day,"remote,41630099999"
Faisalabad,2024-05-30,114.3,77.1,101,114.3,77.1,98.5,36.9,15.3,0,0,0,,0,0,14.1,10.1,354.8,996.3,0,10.8,351.2,30.4,10,10,2024-05-30T05:04:23,2024-05-30T19:06:28,0.75,Clear,Clear conditions throughout the day.,clear-day,"remote,41630099999"
Faisalabad,2024-05-31,115.4,82.5,101.8,115.4,83.4,99.6,37.3,15.4,0,0,0,,0,0,16.1,12.1,148.2,997.5,0.4,10.8,349.4,30.2,10,10,2024-05-31T05:04:06,2024-05-31T19:07:02,0.78,Clear,Clear conditions throughout the day.,clear-day,"41636099999,remote,41630099999"
Faisalabad,2024-06-01,114.2,84.3,101,114.2,85.9,98.9,42.5,17.3,0,0,0,,0,0,21.3,16.6,180.8,998.9,14.9,10.8,337.1,28.9,10,10,2024-06-01T05:03:50,2024-06-01T19:07:35,0.81,Clear,Clear conditions throughout the day.,clear-day,"remote,41630099999"
Faisalabad,2024-06-02,114.5,82.5,101.5,114.5,83.4,100.2,49.1,20.6,0,0,0,,0,0,17.2,9.2,197.8,1000.3,12.6,10.8,342,29.6,10,10,2024-06-02T05:03:37,2024-06-02T19:08:07,0.85,Clear,Clear conditions throughout the day.,clear-day,"remote,41630099999"
Faisalabad,2024-06-03,116.5,84.3,102.6,117.2,86.6,102.7,51.2,21.7,0,0,0,,0,0,23.3,18.3,202.3,998.7,11.7,10.8,339.2,29.2,10,10,2024-06-03T05:03:24,2024-06-03T19:08:39,0.88,Clear,Clear conditions throughout the day.,clear-day,"remote,41630099999"
Faisalabad,2024-06-04,116,82.5,102.5,116,83.4,102,51.1,20.8,0,0,0,,0,0,27.3,12.3,196.5,997.7,21.4,11.4,342,29.7,10,10,2024-06-04T05:03:13,2024-06-04T19:09:10,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,41630099999"
Faisalabad,2024-06-05,113.5,80.7,98.3,113.5,82.2,98.7,57,28.7,0.039,100,4.17,rain,0,0,37.4,34.4,234.1,999.1,43.1,10.8,329.4,28.5,10,30,2024-06-05T05:03:04,2024-06-05T19:09:40,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"remote,41630099999"
Faisalabad,2024-06-06,104.1,78,92.3,103.1,78,92.4,59.2,36.1,0.004,100,4.17,rain,0,0,29.3,15.4,112.1,1004.6,18.2,10.8,334.9,28.8,10,10,2024-06-06T05:02:56,2024-06-06T19:10:09,0,Rain,Clear conditions throughout the day with morning rain.,rain,"remote,41630099999"
Faisalabad,2024-06-07,107.7,82.5,94.5,105.1,85.2,94.1,57.8,31.7,0.032,100,8.33,rain,0,0,30.2,16.6,323.4,1002.3,38,10.8,329,28.4,10,30,2024-06-07T05:02:49,2024-06-07T19:10:37,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"remote,41630099999"
Faisalabad,2024-06-08,105.2,80.7,93.1,101.9,82.6,92.3,56.6,31.9,0,0,0,,0,0,15.9,7.4,251.3,1001.5,52.4,10.8,324.8,28,9,10,2024-06-08T05:02:44,2024-06-08T19:11:04,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,41630099999"
Faisalabad,2024-06-09,108.8,79.8,97.1,109.3,79.8,95.2,53.2,26.3,0,0,0,,0,0,18.6,11.4,275.8,1000.9,13.8,10.8,342,29.6,10,10,2024-06-09T05:02:41,2024-06-09T19:11:31,0.09,Clear,Clear conditions throughout the day.,clear-day,"remote,41630099999"
Faisalabad,2024-06-10,111.3,83.4,98.7,111.3,85.3,96.8,49.6,22.5,0,0,0,,0,0,16.3,8.9,283,1000.3,9.4,10.8,343.2,29.8,10,10,2024-06-10T05:02:39,2024-06-10T19:11:56,0.12,Clear,Clear conditions throughout the day.,clear-day,"remote,41630099999"
Faisalabad,2024-06-11,113.1,83.4,101.4,113.1,85.9,100.1,48.2,20.4,0,0,0,,0,0,9.4,7.8,261.6,999.1,0.8,10.8,344.4,29.8,10,10,2024-06-11T05:02:38,2024-06-11T19:12:21,0.15,Clear,Clear conditions throughout the day.,clear-day,"remote,41630099999"
Faisalabad,2024-06-12,115.6,84.3,103.7,115.6,87.4,102.5,45.1,18.1,0,0,0,,0,0,11.4,6.9,190.3,998.2,0,10.8,347.5,29.9,10,10,2024-06-12T05:02:39,2024-06-12T19:12:44,0.19,Clear,Clear conditions throughout the day.,clear-day,"remote,41630099999"
Faisalabad,2024-06-13,117.2,86.1,104.1,117.2,89.9,103.2,50.3,19.7,0,0,0,,0,0,31.3,20.8,227.9,996.8,19.9,10.8,340.6,29.5,10,10,2024-06-13T05:02:41,2024-06-13T19:13:06,0.22,Clear,Clear conditions throughout the day.,clear-day,"remote,41630099999"
Faisalabad,2024-06-14,115.1,86.1,103.3,117.2,87.2,104,56,23.4,0,0,0,,0,0,31.5,13.6,208.8,996.5,6.8,10.8,330.1,28.3,10,30,2024-06-14T05:02:44,2024-06-14T19:13:27,0.25,Clear,Clear conditions throughout the day.,clear-day,"remote,41630099999"
Faisalabad,2024-06-15,115.2,84.3,102.8,118.2,85.9,104.8,59.7,27.1,0,0,0,,0,0,28.9,12.5,219.4,997.1,2.7,10.8,336.3,29,10,10,2024-06-15T05:02:49,2024-06-15T19:13:48,0.28,Clear,Clear conditions throughout the day.,clear-day,"remote,41630099999"
Faisalabad,2024-06-16,116,87,104.2,117.2,92.7,106.3,59.6,26.5,0,0,0,,0,0,18.1,11.6,223.3,997.2,4.8,10.8,337.8,29.1,10,10,2024-06-16T05:02:55,2024-06-16T19:14:06,0.31,Clear,Clear conditions throughout the day.,clear-day,"remote,41630099999"
Faisalabad,2024-06-17,117.2,87,105.1,117.2,95.4,107.4,60.4,26.8,0,0,0,,0,0,25.3,11.4,216.3,996.8,3,10.8,336.8,29,10,10,2024-06-17T05:03:02,2024-06-17T19:14:24,0.35,Clear,Clear conditions throughout the day.,clear-day,"remote,41630099999"
Faisalabad,2024-06-18,116.9,85.2,104.5,119.7,92.4,108.2,62.7,29,0,0,0,,0,0,27.3,13.9,181.4,994.5,7.7,10.8,333.9,28.9,10,10,2024-06-18T05:03:11,2024-06-18T19:14:41,0.38,Clear,Clear conditions throughout the day.,clear-day,"remote,41630099999"
Faisalabad,2024-06-19,115.1,90.6,103.8,120.2,95.5,107.5,60.3,28.2,0,0,0,,0,0,20.6,8.7,199.6,991.9,22,10.8,337.9,29.3,10,10,2024-06-19T05:03:21,2024-06-19T19:14:56,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,41630099999"
